員工編號(EmployeeNumber),性別(Gender),年齡(Age),是否為成年人(Over18),婚姻狀態(MaritalStatus),通勤距離(DistanceFromHome),教育程度(Education),教育專業領域(EducationField),部門(Department),職位名稱(JobRole),職位等級(JobLevel),在該公司工作總年資(YearsAtCompany),在該職位工作年資(YearsInCurrentRole),在該職等工作年資(YearsSinceLastPromotion),與現任管理者工作年資(YearsWithCurrManager),總工作年資(TotalWorkingYears),過去工作公司家數(NumCompaniesWorked),每日工資額(DailyRate),每小時工資額(HourlyRate),月收入(MonthlyIncome),月費率(MonthlyRate),標準工作時間(StandardHours),加班(OverTime),調薪百分比(PercentSalaryHike),股票選擇權等級(StockOptionLevel),績效評估(PerformanceRating),出差頻率(BusinessTravel),去年訓練時間(TrainingTimesLastYear),工作滿意度(JobSatisfaction),工作環境滿意度(EnvironmentSatisfaction),工作投入(JobInvolvement),工作生活平衡(WorkLifeBalance),人際關係滿意度(RelationshipSatisfaction),離職(Attrition)
1200,Male,44,Y,Single,10,4,Life Sciences,Research & Development,Research Scientist,1,6,4,0,2,6,1,1097,96,2936,10826,80,Yes,11,0,3,Travel_Rarely,4,3,3,3,3,3,Yes
996,Female,45,Y,Divorced,1,4,Medical,Research & Development,Laboratory Technician,1,5,3,0,2,8,3,974,91,2270,11005,80,No,14,2,3,Travel_Rarely,2,4,4,3,3,4,No
119,Male,40,Y,Married,1,4,Life Sciences,Research & Development,Healthcare Representative,4,22,3,11,11,22,1,530,78,13503,14115,80,No,22,1,4,Travel_Frequently,3,2,3,2,2,4,No
2000,Female,47,Y,Married,1,1,Medical,Research & Development,Research Director,3,13,8,5,12,14,0,1162,98,11957,17231,80,No,18,2,3,Non-Travel,3,2,3,3,1,1,No
247,Female,34,Y,Single,27,2,Medical,Research & Development,Research Scientist,1,3,2,1,2,9,2,629,95,2311,5711,80,No,15,0,3,Travel_Rarely,3,2,4,3,3,4,No
1225,Male,44,Y,Single,29,4,Other,Research & Development,Research Scientist,2,20,11,13,17,20,1,200,32,4541,7744,80,No,25,0,4,Travel_Rarely,3,4,4,3,3,2,No
1362,Female,36,Y,Married,7,3,Marketing,Sales,Sales Executive,2,15,7,6,13,17,2,607,83,4639,2261,80,No,16,1,3,Travel_Frequently,2,1,1,4,2,4,No
1094,Male,27,Y,Married,8,5,Life Sciences,Research & Development,Laboratory Technician,1,3,2,1,2,3,1,1277,87,4621,5869,80,No,19,3,3,Non-Travel,4,3,1,1,3,4,No
554,Female,24,Y,Single,1,1,Technical Degree,Sales,Sales Representative,1,5,3,1,4,6,1,1448,62,3202,21972,80,Yes,16,0,3,Travel_Rarely,4,2,1,3,3,2,Yes
343,Female,39,Y,Single,2,4,Technical Degree,Research & Development,Healthcare Representative,3,19,6,11,8,20,0,505,64,10938,6420,80,No,25,0,4,Travel_Frequently,1,3,3,3,3,4,No
90,Male,36,Y,Married,9,3,Medical,Research & Development,Research Scientist,1,1,0,0,0,2,0,318,79,3388,21777,80,Yes,17,1,3,Travel_Rarely,0,3,4,2,2,1,Yes
1115,Male,34,Y,Married,3,4,Life Sciences,Research & Development,Research Scientist,1,0,0,0,0,6,3,697,40,2979,22478,80,No,17,3,3,Non-Travel,2,4,3,2,3,4,No
174,Female,50,Y,Single,12,3,Marketing,Sales,Sales Executive,3,2,2,2,1,16,4,809,77,9208,6645,80,No,11,0,3,Travel_Frequently,3,4,3,3,3,4,No
410,Male,41,Y,Single,2,4,Life Sciences,Sales,Manager,4,22,10,0,4,22,1,334,88,16015,15896,80,No,19,0,3,Travel_Rarely,2,2,4,3,3,2,No
1389,Male,31,Y,Married,22,4,Medical,Research & Development,Manufacturing Director,2,10,2,6,7,10,1,330,98,6179,21057,80,Yes,15,2,3,Travel_Rarely,3,3,4,3,2,4,Yes
444,Male,39,Y,Married,7,2,Medical,Research & Development,Manager,5,21,9,13,3,21,1,672,54,19272,21141,80,No,15,1,3,Travel_Frequently,2,4,3,2,3,1,No
2020,Male,44,Y,Single,1,3,Medical,Research & Development,Research Scientist,1,4,3,1,2,6,6,1037,42,2436,13422,80,Yes,12,0,3,Travel_Rarely,2,4,2,3,3,3,No
1545,Male,33,Y,Single,25,3,Life Sciences,Research & Development,Manufacturing Director,2,5,3,0,2,5,1,575,44,4320,24152,80,No,13,0,3,Travel_Rarely,2,2,4,2,3,4,No
677,Male,33,Y,Divorced,8,4,Marketing,Sales,Sales Executive,2,5,0,1,2,6,0,1216,39,7104,20431,80,No,12,0,3,Travel_Rarely,3,3,3,3,3,4,No
2018,Female,25,Y,Divorced,8,2,Other,Sales,Sales Executive,2,5,3,0,4,6,0,1382,85,4907,13684,80,Yes,22,1,4,Travel_Rarely,3,3,1,3,2,2,No
1161,Female,37,Y,Divorced,25,2,Medical,Research & Development,Healthcare Representative,2,6,2,1,3,9,7,367,52,5731,17171,80,No,13,2,3,Travel_Rarely,2,4,3,2,3,3,No
486,Female,37,Y,Married,10,3,Medical,Research & Development,Laboratory Technician,1,5,4,0,3,17,6,921,98,3452,17663,80,No,20,1,4,Travel_Rarely,3,1,3,3,3,2,No
667,Male,27,Y,Divorced,2,1,Marketing,Sales,Sales Representative,1,4,3,0,2,5,0,1420,85,3041,16346,80,No,11,1,3,Travel_Rarely,3,1,3,3,3,2,Yes
1992,Male,25,Y,Divorced,2,1,Other,Research & Development,Laboratory Technician,1,2,2,0,2,7,6,977,57,3977,7298,80,Yes,19,1,3,Travel_Rarely,2,3,4,3,2,3,No
456,Female,30,Y,Divorced,5,3,Marketing,Sales,Sales Executive,2,10,9,1,2,10,1,570,30,6118,5431,80,No,13,3,3,Travel_Rarely,2,3,4,2,3,3,No
565,Female,29,Y,Married,25,5,Technical Degree,Research & Development,Research Scientist,1,2,2,1,1,6,5,408,71,2546,18300,80,No,16,0,3,Travel_Rarely,2,2,3,2,4,2,Yes
224,Male,27,Y,Divorced,3,3,Medical,Research & Development,Research Scientist,1,1,1,0,1,1,1,1450,79,2566,25326,80,Yes,15,1,3,Non-Travel,2,3,3,2,2,4,No
36,Female,44,Y,Married,7,4,Medical,Research & Development,Healthcare Representative,3,22,6,5,17,24,3,477,42,10248,2094,80,No,14,1,3,Travel_Rarely,4,4,1,2,3,4,No
705,Male,23,Y,Married,4,3,Medical,Research & Development,Research Scientist,1,3,2,0,2,5,2,885,58,2819,8544,80,No,16,1,3,Travel_Rarely,3,1,1,4,4,1,No
262,Male,43,Y,Divorced,7,3,Medical,Research & Development,Research Scientist,1,5,4,2,2,7,4,1344,37,2089,5228,80,No,14,3,3,Non-Travel,3,4,4,4,4,4,No
1299,Female,29,Y,Divorced,7,3,Technical Degree,Research & Development,Laboratory Technician,1,7,7,7,7,10,3,806,39,3339,17285,80,Yes,13,2,3,Travel_Rarely,2,3,2,3,3,1,Yes
1870,Female,27,Y,Married,15,3,Life Sciences,Research & Development,Research Scientist,1,7,6,7,3,8,0,1131,77,4774,23844,80,No,19,1,3,Travel_Frequently,2,1,4,2,2,4,No
1869,Female,46,Y,Married,10,3,Life Sciences,Sales,Sales Executive,3,8,7,0,7,14,5,1254,64,7314,14011,80,No,21,3,4,Travel_Rarely,2,2,3,3,3,3,Yes
231,Male,32,Y,Single,6,5,Life Sciences,Research & Development,Research Scientist,1,5,4,1,4,8,3,120,43,3038,12430,80,No,20,0,4,Travel_Rarely,2,3,3,3,3,1,No
228,Female,30,Y,Married,5,3,Life Sciences,Sales,Sales Executive,3,10,9,7,4,12,2,1339,41,9419,8053,80,No,12,1,3,Travel_Rarely,2,4,2,3,3,3,No
904,Male,37,Y,Single,19,2,Medical,Sales,Sales Executive,3,10,0,0,9,10,1,1252,32,7642,4814,80,Yes,13,0,3,Non-Travel,2,2,1,3,3,4,No
239,Male,30,Y,Divorced,9,3,Medical,Research & Development,Laboratory Technician,2,12,9,6,10,12,1,111,66,3072,11012,80,No,11,2,3,Non-Travel,4,1,3,3,3,3,No
709,Female,38,Y,Single,7,4,Marketing,Sales,Sales Executive,2,7,7,0,5,8,0,243,46,4028,7791,80,No,20,0,4,Travel_Rarely,2,4,4,2,3,1,No
1670,Male,33,Y,Divorced,2,4,Medical,Sales,Sales Executive,2,6,2,0,4,6,1,392,93,5505,3921,80,No,14,2,3,Travel_Rarely,5,4,4,3,3,3,No
1630,Female,35,Y,Married,8,4,Life Sciences,Research & Development,Healthcare Representative,2,14,11,2,9,15,1,208,52,4148,12250,80,No,12,1,3,Non-Travel,5,3,3,3,3,4,No
1275,Male,26,Y,Single,4,2,Life Sciences,Research & Development,Research Scientist,1,8,5,2,2,8,1,583,53,2875,9973,80,Yes,20,0,4,Travel_Rarely,2,4,3,3,2,2,No
663,Male,43,Y,Divorced,9,5,Medical,Research & Development,Laboratory Technician,2,8,7,4,7,10,3,1001,72,5679,19627,80,Yes,13,1,3,Travel_Frequently,3,3,4,3,3,2,No
96,Male,32,Y,Married,1,3,Life Sciences,Research & Development,Research Scientist,2,10,4,0,9,10,1,548,66,6220,7346,80,No,17,2,3,Travel_Rarely,3,2,2,3,3,2,No
1721,Male,31,Y,Married,2,4,Life Sciences,Research & Development,Laboratory Technician,1,5,2,0,3,6,1,741,69,3477,18103,80,No,14,1,3,Travel_Rarely,2,3,2,3,4,4,No
813,Female,52,Y,Married,11,4,Life Sciences,Research & Development,Laboratory Technician,2,5,2,1,4,9,8,1325,82,3149,21821,80,No,20,1,4,Travel_Rarely,3,3,4,3,3,2,No
1039,Female,44,Y,Married,28,3,Medical,Sales,Sales Executive,4,12,11,11,11,23,3,1448,53,13320,11737,80,Yes,18,1,3,Travel_Rarely,2,4,4,4,3,3,No
912,Female,29,Y,Divorced,7,1,Medical,Research & Development,Laboratory Technician,1,4,3,0,3,8,6,1086,62,2532,6054,80,No,14,3,3,Travel_Rarely,5,4,1,2,3,3,No
1175,Female,28,Y,Married,12,1,Life Sciences,Research & Development,Laboratory Technician,1,1,1,0,0,1,1,1485,79,2515,22955,80,Yes,11,0,3,Travel_Rarely,4,4,3,3,2,4,Yes
325,Male,33,Y,Married,14,3,Medical,Research & Development,Laboratory Technician,1,5,4,0,4,8,5,813,58,2436,22149,80,Yes,13,1,3,Travel_Rarely,2,4,3,3,1,3,Yes
1017,Female,30,Y,Single,5,3,Medical,Research & Development,Laboratory Technician,1,3,2,1,2,4,0,109,60,2422,25725,80,No,17,0,3,Travel_Frequently,3,2,2,3,3,1,Yes
297,Female,30,Y,Single,3,3,Technical Degree,Research & Development,Research Scientist,1,5,2,0,4,8,5,1005,88,2657,8556,80,Yes,11,0,3,Travel_Rarely,5,1,4,3,3,3,Yes
221,Male,28,Y,Married,21,3,Medical,Research & Development,Research Scientist,1,5,2,0,2,5,1,440,42,2713,6672,80,No,11,1,3,Travel_Rarely,2,4,3,3,1,3,No
175,Female,31,Y,Married,20,3,Life Sciences,Sales,Sales Executive,2,2,2,2,2,4,3,542,71,4559,24788,80,Yes,11,1,3,Travel_Rarely,2,3,2,1,3,3,Yes
2021,Male,21,Y,Single,5,1,Medical,Sales,Sales Representative,1,2,2,1,2,2,1,501,58,2380,25479,80,Yes,11,0,3,Travel_Rarely,6,1,3,3,3,4,No
306,Male,37,Y,Divorced,11,3,Other,Research & Development,Research Director,3,10,8,0,7,10,1,663,47,12185,10056,80,Yes,14,3,3,Travel_Frequently,1,4,2,3,3,3,No
1687,Female,38,Y,Married,4,2,Medical,Research & Development,Laboratory Technician,1,0,0,0,0,7,7,1495,87,3306,26176,80,No,19,1,3,Travel_Rarely,5,3,4,3,2,4,No
1303,Female,25,Y,Single,1,3,Medical,Research & Development,Research Scientist,1,2,2,2,1,2,1,266,40,2096,18830,80,No,18,0,3,Travel_Rarely,3,2,4,3,2,4,No
252,Female,33,Y,Married,14,3,Medical,Research & Development,Research Scientist,1,8,7,1,6,8,1,931,72,2756,4673,80,No,13,1,3,Travel_Rarely,5,2,4,3,3,4,No
54,Female,27,Y,Divorced,2,4,Life Sciences,Research & Development,Laboratory Technician,1,1,0,0,0,1,1,1240,33,2341,19715,80,No,13,1,3,Travel_Rarely,6,1,4,3,3,4,No
966,Female,32,Y,Married,3,4,Medical,Research & Development,Manufacturing Director,2,8,7,6,3,8,1,498,93,6725,13554,80,No,12,1,3,Travel_Rarely,2,1,3,3,4,3,No
143,Male,25,Y,Married,7,1,Medical,Research & Development,Research Scientist,1,2,2,2,1,2,1,1280,64,2889,26897,80,No,11,2,3,Travel_Rarely,2,4,4,2,3,3,No
51,Female,36,Y,Married,5,4,Life Sciences,Research & Development,Research Scientist,1,1,1,0,0,6,9,852,82,3419,13072,80,Yes,14,1,3,Travel_Rarely,3,1,2,2,4,4,No
787,Male,55,Y,Married,2,3,Medical,Research & Development,Manager,5,5,2,1,4,24,5,725,78,19859,21199,80,Yes,13,1,3,Travel_Rarely,2,1,4,3,3,4,Yes
1854,Male,42,Y,Married,10,4,Technical Degree,Research & Development,Research Scientist,1,6,3,3,3,10,3,355,38,2936,6161,80,No,22,2,4,Non-Travel,1,3,3,3,2,2,No
1878,Male,22,Y,Single,7,1,Life Sciences,Research & Development,Research Scientist,1,1,0,0,0,1,1,391,75,2472,26092,80,Yes,23,0,4,Travel_Rarely,2,2,4,3,3,1,Yes
1989,Male,30,Y,Married,1,2,Medical,Research & Development,Laboratory Technician,1,12,8,1,7,12,1,911,76,3748,4077,80,No,13,0,3,Travel_Rarely,6,2,4,3,2,3,No
652,Male,35,Y,Single,25,2,Other,Research & Development,Laboratory Technician,2,3,2,0,2,9,4,538,54,3681,14004,80,No,14,0,3,Travel_Rarely,3,4,1,2,3,4,No
630,Male,52,Y,Divorced,6,2,Technical Degree,Research & Development,Research Scientist,2,10,9,6,9,18,3,956,78,5577,22087,80,Yes,12,2,3,Travel_Rarely,3,1,4,3,3,2,No
1245,Female,54,Y,Divorced,1,4,Life Sciences,Research & Development,Manufacturing Director,3,5,4,1,4,33,7,966,53,10502,9659,80,No,17,1,3,Travel_Frequently,2,3,4,3,1,1,No
1319,Male,52,Y,Single,5,3,Life Sciences,Sales,Sales Executive,3,8,7,7,7,10,9,1030,64,8446,21534,80,Yes,19,0,3,Travel_Rarely,2,2,2,3,2,3,Yes
31,Male,34,Y,Single,6,1,Medical,Research & Development,Research Scientist,1,4,2,1,3,8,2,699,83,2960,17102,80,No,11,0,3,Travel_Rarely,2,1,2,3,3,3,Yes
1973,Male,55,Y,Married,26,4,Human Resources,Human Resources,Manager,5,10,9,1,4,35,4,189,71,19636,25811,80,Yes,18,1,3,Travel_Rarely,0,2,3,4,3,1,No
1408,Female,42,Y,Married,10,3,Human Resources,Human Resources,Manager,4,20,7,0,9,21,0,1147,31,16799,16616,80,No,14,1,3,Travel_Rarely,5,1,3,3,3,3,No
88,Male,35,Y,Married,1,3,Medical,Research & Development,Research Scientist,1,3,2,1,2,5,4,664,79,2194,5868,80,No,13,1,3,Travel_Frequently,2,1,2,3,2,4,No
1239,Female,40,Y,Divorced,10,3,Technical Degree,Sales,Sales Executive,2,5,1,1,3,7,7,107,84,6852,11591,80,No,12,1,3,Travel_Rarely,2,2,2,2,4,2,No
1736,Female,31,Y,Single,24,1,Technical Degree,Research & Development,Manufacturing Director,2,5,4,1,4,9,2,163,30,5238,6670,80,No,20,0,4,Travel_Frequently,3,4,4,3,2,4,No
488,Male,41,Y,Single,4,3,Marketing,Sales,Sales Executive,2,8,7,7,7,8,1,143,56,9355,9558,80,No,18,0,3,Travel_Frequently,5,2,1,3,3,3,Yes
686,Female,26,Y,Married,6,3,Life Sciences,Research & Development,Laboratory Technician,1,3,2,0,2,3,1,991,71,2659,17759,80,Yes,13,1,3,Travel_Rarely,2,4,3,3,3,3,No
1190,Female,32,Y,Divorced,2,1,Life Sciences,Sales,Sales Representative,1,1,0,0,0,1,1,862,76,2827,14947,80,No,12,3,3,Non-Travel,3,1,3,3,3,3,No
1805,Male,38,Y,Divorced,2,3,Human Resources,Human Resources,Human Resources,1,11,10,3,8,13,5,1336,100,2592,7129,80,No,13,3,3,Non-Travel,3,2,1,3,3,4,No
511,Female,22,Y,Married,11,3,Medical,Research & Development,Research Scientist,1,2,1,1,2,2,1,253,43,2244,24440,80,No,13,1,3,Travel_Rarely,1,2,1,3,3,4,No
1019,Male,22,Y,Married,8,1,Life Sciences,Research & Development,Laboratory Technician,1,4,3,1,1,4,1,217,94,2451,6881,80,No,15,1,3,Travel_Rarely,3,1,2,1,2,1,No
1001,Female,27,Y,Married,16,4,Technical Degree,Research & Development,Laboratory Technician,1,2,2,2,2,4,9,1134,37,2811,12086,80,No,14,1,3,Travel_Rarely,2,2,3,3,3,2,No
1835,Female,38,Y,Married,2,4,Marketing,Sales,Sales Representative,2,4,2,0,3,20,2,723,77,5405,4244,80,Yes,20,2,4,Travel_Rarely,4,4,2,1,2,1,No
611,Male,29,Y,Divorced,19,3,Technical Degree,Research & Development,Manufacturing Director,2,3,2,1,2,8,4,232,34,4262,22645,80,No,12,2,3,Travel_Rarely,2,4,4,3,4,2,No
364,Male,28,Y,Single,2,4,Life Sciences,Research & Development,Laboratory Technician,1,0,0,0,0,5,2,529,79,3485,14935,80,No,11,0,3,Travel_Rarely,5,3,1,3,1,3,Yes
98,Female,31,Y,Single,8,4,Life Sciences,Research & Development,Manufacturing Director,2,11,7,1,8,11,1,746,61,4424,20682,80,No,23,0,4,Travel_Rarely,2,4,3,3,3,4,No
1278,Male,55,Y,Divorced,8,1,Medical,Research & Development,Healthcare Representative,4,33,9,15,0,34,1,177,37,13577,25592,80,Yes,15,1,3,Non-Travel,3,2,4,2,3,4,No
321,Male,59,Y,Married,6,2,Medical,Human Resources,Human Resources,1,2,2,2,2,7,8,818,52,2267,25657,80,No,17,0,3,Travel_Rarely,2,3,2,3,2,4,No
595,Female,48,Y,Married,2,5,Marketing,Sales,Sales Executive,2,9,7,6,7,14,2,163,37,4051,19658,80,No,14,1,3,Travel_Rarely,2,4,2,3,3,1,No
525,Male,43,Y,Married,21,3,Medical,Research & Development,Laboratory Technician,1,3,2,1,2,8,7,313,61,2258,15238,80,No,20,1,4,Travel_Frequently,1,4,4,3,3,1,No
845,Male,35,Y,Single,7,3,Other,Research & Development,Manufacturing Director,3,8,5,1,6,17,3,950,59,10221,18869,80,No,21,0,4,Travel_Rarely,3,3,3,3,4,2,No
242,Male,33,Y,Single,2,3,Life Sciences,Research & Development,Research Scientist,1,3,1,0,2,4,0,134,90,2500,10515,80,No,14,0,3,Travel_Rarely,2,4,3,3,4,1,No
23,Female,53,Y,Married,2,4,Life Sciences,Sales,Manager,4,25,8,3,7,31,2,1219,78,15427,22021,80,No,16,0,3,Travel_Rarely,3,4,1,2,3,3,No
1801,Male,46,Y,Single,26,2,Life Sciences,Sales,Sales Executive,2,2,2,2,2,6,8,849,98,7991,25166,80,No,15,0,3,Non-Travel,3,2,2,2,3,3,No
1461,Female,31,Y,Single,8,2,Medical,Human Resources,Human Resources,1,3,2,0,2,8,9,1398,96,2109,24609,80,No,18,0,3,Travel_Rarely,3,2,4,4,3,4,No
461,Male,38,Y,Divorced,15,2,Life Sciences,Research & Development,Research Director,3,11,10,2,9,12,0,343,92,11510,15682,80,Yes,14,1,3,Travel_Rarely,3,4,3,2,3,2,No
1424,Male,55,Y,Divorced,1,4,Medical,Research & Development,Research Director,4,7,7,0,0,31,2,1136,81,14732,12414,80,No,13,2,3,Travel_Rarely,4,4,2,4,4,4,No
1233,Male,60,Y,Divorced,7,4,Marketing,Sales,Sales Executive,2,11,7,1,9,12,0,696,52,5220,10893,80,Yes,18,1,3,Travel_Rarely,3,4,2,4,3,2,No
825,Male,58,Y,Single,2,4,Life Sciences,Research & Development,Research Director,5,31,15,13,8,40,7,286,31,19246,25761,80,Yes,12,0,3,Travel_Rarely,2,2,4,3,3,4,Yes
79,Female,38,Y,Single,29,5,Life Sciences,Research & Development,Laboratory Technician,2,10,3,9,9,10,1,653,50,2406,5456,80,No,11,0,3,Travel_Frequently,2,4,4,3,3,4,No
1732,Male,46,Y,Divorced,2,3,Life Sciences,Sales,Sales Executive,3,10,6,0,3,13,4,1277,74,10368,5596,80,Yes,12,1,3,Travel_Rarely,5,4,3,3,2,2,No
377,Male,28,Y,Married,9,3,Medical,Research & Development,Research Scientist,1,5,2,0,4,5,1,1158,94,2070,2613,80,No,23,1,4,Travel_Rarely,3,4,4,3,2,4,No
2032,Male,56,Y,Married,7,2,Technical Degree,Research & Development,Laboratory Technician,1,10,9,9,8,14,8,310,72,2339,3666,80,No,11,1,3,Travel_Rarely,4,3,4,3,1,4,Yes
1220,Female,33,Y,Married,25,3,Medical,Sales,Sales Executive,2,10,7,0,1,10,1,1146,82,4539,4905,80,No,12,1,3,Travel_Frequently,3,3,2,3,2,1,No
1552,Male,40,Y,Divorced,8,2,Life Sciences,Research & Development,Healthcare Representative,2,2,2,2,2,8,3,1142,72,4069,8841,80,Yes,18,0,3,Non-Travel,2,4,4,3,3,3,No
1944,Female,27,Y,Married,22,3,Human Resources,Human Resources,Human Resources,1,1,0,0,0,1,1,1337,58,2863,19555,80,No,12,0,3,Travel_Frequently,2,2,1,2,3,1,Yes
384,Female,26,Y,Divorced,1,3,Life Sciences,Research & Development,Manufacturing Director,2,6,5,1,4,6,1,1479,84,6397,26767,80,No,20,1,4,Travel_Frequently,6,2,3,3,1,1,No
1804,Male,35,Y,Divorced,2,2,Medical,Research & Development,Manufacturing Director,2,7,7,1,7,15,2,1180,90,5762,24442,80,No,14,1,3,Non-Travel,6,4,2,3,3,3,No
969,Female,33,Y,Single,1,3,Life Sciences,Research & Development,Healthcare Representative,2,5,0,1,4,6,0,1069,42,6949,12291,80,No,14,0,3,Travel_Rarely,3,4,2,2,3,1,No
492,Male,40,Y,Married,22,2,Marketing,Sales,Sales Executive,2,6,4,1,0,8,2,575,68,6380,6110,80,Yes,12,2,3,Travel_Rarely,6,3,3,2,3,1,Yes
1905,Male,34,Y,Married,16,4,Technical Degree,Research & Development,Research Scientist,1,5,2,3,0,5,1,967,85,2307,14460,80,Yes,23,1,4,Non-Travel,2,1,4,1,3,2,Yes
47,Male,50,Y,Married,3,2,Marketing,Sales,Sales Representative,1,3,2,0,2,3,1,869,86,2683,3810,80,Yes,14,0,3,Travel_Rarely,2,3,1,2,3,3,Yes
1022,Male,48,Y,Single,6,3,Life Sciences,Research & Development,Healthcare Representative,2,2,2,2,2,19,2,277,97,4240,13119,80,No,13,0,3,Travel_Rarely,0,3,1,2,3,4,No
1830,Female,54,Y,Married,7,4,Medical,Research & Development,Research Scientist,2,7,1,1,7,14,4,431,68,6854,15696,80,No,15,1,3,Travel_Rarely,2,4,4,3,2,2,No
922,Female,20,Y,Single,2,3,Medical,Sales,Sales Representative,1,2,2,0,2,2,1,500,49,2044,22052,80,No,13,0,3,Travel_Rarely,3,3,3,2,2,4,Yes
1813,Male,43,Y,Single,9,3,Life Sciences,Research & Development,Research Scientist,1,3,2,1,2,7,4,343,52,2438,24978,80,No,13,0,3,Non-Travel,2,3,1,3,2,3,No
1859,Male,29,Y,Divorced,29,1,Life Sciences,Research & Development,Healthcare Representative,2,7,0,1,6,11,8,726,93,6384,21143,80,No,17,2,3,Travel_Rarely,3,3,4,1,3,4,No
1374,Female,34,Y,Divorced,26,1,Technical Degree,Research & Development,Research Scientist,1,5,4,0,0,5,1,999,92,2029,15891,80,No,20,3,4,Non-Travel,2,3,1,2,3,3,No
752,Male,42,Y,Divorced,19,3,Medical,Research & Development,Research Scientist,1,2,2,2,2,7,6,933,57,2759,20366,80,Yes,12,0,3,Travel_Frequently,2,3,3,4,3,4,Yes
1647,Female,27,Y,Married,8,3,Medical,Research & Development,Research Scientist,1,3,2,0,2,5,7,486,86,3517,22490,80,No,17,0,3,Travel_Rarely,0,3,2,4,3,1,No
959,Male,19,Y,Single,21,3,Other,Sales,Sales Representative,1,1,0,0,0,1,1,419,37,2121,9947,80,Yes,13,0,3,Travel_Rarely,3,2,4,2,4,2,Yes
1026,Female,39,Y,Married,1,1,Life Sciences,Research & Development,Manufacturing Director,4,21,6,11,8,21,1,466,65,12742,7060,80,No,16,1,3,Travel_Rarely,3,4,4,2,3,3,No
260,Female,27,Y,Single,9,3,Medical,Research & Development,Research Scientist,1,7,7,0,3,7,1,894,99,2279,11781,80,No,16,0,3,Travel_Rarely,2,2,4,3,2,4,No
1283,Male,59,Y,Single,18,4,Medical,Research & Development,Manufacturing Director,3,9,7,5,4,25,6,1429,67,10512,20002,80,No,12,0,3,Travel_Rarely,6,4,4,3,2,4,No
613,Male,31,Y,Divorced,7,3,Life Sciences,Sales,Manager,3,5,4,0,1,10,9,688,44,11557,25291,80,No,21,1,4,Travel_Rarely,3,4,3,2,2,3,No
1216,Male,28,Y,Married,19,4,Medical,Research & Development,Laboratory Technician,1,6,5,3,3,6,1,1179,78,3196,12449,80,No,12,3,3,Travel_Rarely,2,1,4,2,3,3,No
523,Female,34,Y,Married,4,4,Marketing,Sales,Sales Executive,2,3,2,1,2,6,9,1381,72,6538,12740,80,No,15,1,3,Non-Travel,3,3,3,3,3,1,No
941,Male,31,Y,Married,7,4,Life Sciences,Sales,Sales Representative,1,7,7,5,2,13,3,154,41,2329,11737,80,No,15,0,3,Travel_Rarely,2,3,2,2,4,2,No
1050,Female,53,Y,Married,2,3,Marketing,Sales,Sales Executive,3,15,7,6,12,30,2,124,38,7525,23537,80,No,12,1,3,Travel_Frequently,2,2,3,2,3,1,No
2034,Female,41,Y,Married,28,4,Life Sciences,Research & Development,Manufacturing Director,4,20,7,0,10,21,0,582,60,13570,5640,80,No,23,1,4,Travel_Rarely,3,2,1,2,3,3,No
1013,Female,54,Y,Married,17,3,Technical Degree,Research & Development,Manufacturing Director,3,10,7,0,8,22,8,1441,56,10739,13943,80,No,11,1,3,Travel_Rarely,2,3,3,3,3,3,No
562,Male,30,Y,Married,3,3,Life Sciences,Research & Development,Laboratory Technician,1,5,3,1,4,9,4,1400,53,2097,16734,80,No,15,1,3,Non-Travel,3,4,3,3,1,3,No
499,Male,49,Y,Single,7,3,Other,Research & Development,Healthcare Representative,3,5,2,0,0,26,8,1261,31,10965,12066,80,No,24,0,4,Travel_Rarely,2,3,2,2,3,3,No
550,Female,46,Y,Divorced,18,3,Medical,Research & Development,Manufacturing Director,2,10,7,0,8,19,2,1485,87,4810,26314,80,No,14,1,3,Travel_Rarely,5,3,3,3,2,3,No
97,Female,36,Y,Married,6,3,Life Sciences,Research & Development,Laboratory Technician,1,1,0,0,0,5,3,132,55,3038,22002,80,No,12,0,3,Travel_Rarely,3,4,2,4,3,2,No
1939,Female,32,Y,Single,5,2,Life Sciences,Research & Development,Research Scientist,1,4,1,0,3,8,3,238,47,2432,15318,80,Yes,14,0,3,Travel_Frequently,2,3,1,4,3,1,Yes
1619,Male,27,Y,Divorced,19,3,Other,Research & Development,Laboratory Technician,1,7,7,0,7,7,1,1302,67,4066,16290,80,No,11,2,3,Travel_Rarely,3,1,4,2,3,1,No
679,Female,32,Y,Married,9,4,Life Sciences,Research & Development,Research Scientist,2,6,4,0,5,6,1,646,92,6322,18089,80,Yes,12,1,3,Travel_Rarely,2,4,1,3,2,4,No
1150,Male,29,Y,Married,8,1,Medical,Research & Development,Manufacturing Director,2,10,7,1,2,10,1,718,79,5056,17689,80,Yes,15,1,3,Travel_Rarely,2,4,2,2,2,3,No
267,Male,37,Y,Married,21,3,Life Sciences,Research & Development,Research Scientist,1,8,7,1,7,8,1,290,65,3564,22977,80,Yes,12,1,3,Travel_Rarely,3,1,2,4,2,1,No
1601,Male,35,Y,Married,7,2,Life Sciences,Research & Development,Laboratory Technician,1,1,0,0,1,1,1,1349,63,2690,7713,80,No,18,1,3,Travel_Rarely,5,4,3,2,2,4,No
